Epoch,Training IoU,Validation IoU
1,0.9241526691537154,0.9593460129366981
2,0.9613551081795442,0.967067645655738
3,0.949597398701467,0.9605251749356588
4,0.9587079984577078,0.9657952951060401
5,0.9638473587600809,0.9680663380357954
6,0.9661322659567783,0.9692846337954203
7,0.9659905300328606,0.9721548921532102
8,0.965886715995638,0.9718912243843079
9,0.969267914169713,0.9708951049380832
10,0.9672458116945467,0.9714611768722534
