Epoch,Training IoU,Validation IoU
1,0.9046215097625534,0.9515142629021093
2,0.955629035249933,0.9614515179081967
3,0.9628486733932,0.9647645856204786
4,0.9639866383044751,0.956603981946644
5,0.9673833359371532,0.9618318143643831
6,0.9670436668705631,0.9616914548371968
7,0.9631017222032918,0.9630632525996158
8,0.9685581001368436,0.963152709760164
9,0.9681601563057343,0.964201221340581
10,0.9685513593933799,0.9660600455183732
