Epoch,Training IoU,Validation IoU
1,0.895688629547755,0.9551681190729141
2,0.9600218454996745,0.9612321794033051
3,0.9654026945432027,0.9677309453487396
4,0.9675426244735718,0.9687264114618301
5,0.9721410131454468,0.9709112495183945
6,0.9720741828282674,0.9633947938680649
7,0.9721270902951559,0.9695587247610092
8,0.9723015626271566,0.9678466647863389
9,0.9742400828997294,0.9731747955083847
10,0.9710980828603109,0.9732286721467972
